# QuadID Node1 Node2 Node3 Node4
1001 20069 20089 20094 20074
1002 20074 20094 20099 20079
1003 20079 20099 20104 20084
1004 19960 19980 20109 20089
1005 20089 20109 20114 20094
1006 20094 20114 20119 20099
1007 20099 20119 20124 20104
1008 18648 20064 20193 18777
1009 18777 20193 20198 18782
1010 18782 20198 20203 18787
1011 18787 20203 20208 18792
1012 20064 20084 20213 20193
1013 20193 20213 20218 20198
1014 20198 20218 20223 20203
1015 20203 20223 20228 20208
1016 20084 20104 20233 20213
1017 20213 20233 20238 20218
1018 20218 20238 20243 20223
1019 20223 20243 20248 20228
1020 20104 20124 20253 20233
1021 20233 20253 20258 20238
1022 20238 20258 20263 20243
1023 20243 20263 20268 20248
1024 18792 20208 20337 18921
1025 18921 20337 20342 18926
1026 18926 20342 20347 18931
1027 18931 20347 20352 18936
1028 20208 20228 20357 20337
1029 20337 20357 20362 20342
1030 20342 20362 20367 20347
1031 20347 20367 20372 20352
1032 20228 20248 20377 20357
1033 20357 20377 20382 20362
1034 20362 20382 20387 20367
1035 20367 20387 20392 20372
1036 20248 20268 20397 20377
1037 20377 20397 20402 20382
1038 20382 20402 20407 20387
1039 20387 20407 20412 20392
1040 18936 20352 20481 19065
1041 19065 20481 20486 19070
1042 19070 20486 20491 19075
1043 19075 20491 20496 19080
1044 20352 20372 20501 20481
1045 20481 20501 20506 20486
1046 20486 20506 20511 20491
1047 20491 20511 20516 20496
1048 20372 20392 20521 20501
1049 20501 20521 20526 20506
1050 20506 20526 20531 20511
1051 20511 20531 20536 20516
1052 20392 20412 20541 20521
1053 20521 20541 20546 20526
1054 20526 20546 20551 20531
1055 20531 20551 20556 20536
1056 19080 20496 20625 19209
1057 19209 20625 20630 19214
1058 19214 20630 20635 19219
1059 19219 20635 20640 19224
1060 20496 20516 20645 20625
1061 20625 20645 20650 20630
1062 20630 20650 20655 20635
1063 20635 20655 20660 20640
1064 20516 20536 20665 20645
1065 20645 20665 20670 20650
1066 20650 20670 20675 20655
1067 20655 20675 20680 20660
1068 20536 20556 20685 20665
1069 20665 20685 20690 20670
1070 20670 20690 20695 20675
1071 20675 20695 20700 20680
1072 19224 20640 20769 19353
1073 19353 20769 20774 19358
1074 19358 20774 20779 19363
1075 19363 20779 20784 19368
1076 20640 20660 20789 20769
1077 20769 20789 20794 20774
1078 20774 20794 20799 20779
1079 20779 20799 20804 20784
1080 20660 20680 20809 20789
1081 20789 20809 20814 20794
1082 20794 20814 20819 20799
1083 20799 20819 20824 20804
1084 20680 20700 20829 20809
1085 20809 20829 20834 20814
1086 20814 20834 20839 20819
1087 20819 20839 20844 20824
1088 19368 20784 20913 19497
1089 19497 20913 20918 19502
1090 19502 20918 20923 19507
1091 19507 20923 20928 19512
1092 20784 20804 20933 20913
1093 20913 20933 20938 20918
1094 20918 20938 20943 20923
1095 20923 20943 20948 20928
1096 20804 20824 20953 20933
1097 20933 20953 20958 20938
1098 20938 20958 20963 20943
1099 20943 20963 20968 20948
1100 20824 20844 20973 20953
1101 20953 20973 20978 20958
1102 20958 20978 20983 20963
1103 20963 20983 20988 20968
1104 19512 20928 21057 19641
1105 19641 21057 21062 19646
1106 19646 21062 21067 19651
1107 19651 21067 21072 19656
1108 20928 20948 21077 21057
1109 21057 21077 21082 21062
1110 21062 21082 21087 21067
1111 21067 21087 21092 21072
1112 20948 20968 21097 21077
1113 21077 21097 21102 21082
1114 21082 21102 21107 21087
1115 21087 21107 21112 21092
1116 20968 20988 21117 21097
1117 21097 21117 21122 21102
1118 21102 21122 21127 21107
1119 21107 21127 21132 21112
1120 19800 21201 21202 19801
1121 19801 21202 21211 19810
1122 19810 21211 21216 19815
1123 19815 21216 21221 19820
1124 21201 21226 21227 21202
1125 21202 21227 21236 21211
1126 21211 21236 21241 21216
1127 21216 21241 21246 21221
1128 21226 21251 21252 21227
1129 21227 21252 21261 21236
1130 21236 21261 21266 21241
1131 21241 21266 21271 21246
1132 21251 21276 21277 21252
1133 21252 21277 21286 21261
1134 21261 21286 21291 21266
1135 21266 21291 21296 21271
1136 19820 21221 22081 19965
1137 19965 22081 22086 19970
1138 19970 22086 22091 19975
1139 19975 22091 22096 19980
1140 21221 21246 22101 22081
1141 22081 22101 22106 22086
1142 22086 22106 22111 22091
1143 22091 22111 22116 22096
1144 21246 21271 22121 22101
1145 22101 22121 22126 22106
1146 22106 22126 22131 22111
1147 22111 22131 22136 22116
1148 21271 21296 22141 22121
1149 22121 22141 22146 22126
1150 22126 22146 22151 22131
1151 22131 22151 22156 22136
1152 19980 22096 22225 20109
1153 20109 22225 22230 20114
1154 20114 22230 22235 20119
1155 20119 22235 22240 20124
1156 22096 22116 22245 22225
1157 22225 22245 22250 22230
1158 22230 22250 22255 22235
1159 22235 22255 22260 22240
1160 22116 22136 22265 22245
1161 22245 22265 22270 22250
1162 22250 22270 22275 22255
1163 22255 22275 22280 22260
1164 22136 22156 22285 22265
1165 22265 22285 22290 22270
1166 22270 22290 22295 22275
1167 22275 22295 22300 22280
1168 20124 22240 23069 20253
1169 20253 23069 23074 20258
1170 20258 23074 23079 20263
1171 20263 23079 23084 20268
1172 22240 22260 23089 23069
1173 23069 23089 23094 23074
1174 23074 23094 23099 23079
1175 23079 23099 23104 23084
1176 22260 22280 23109 23089
1177 23089 23109 23114 23094
1178 23094 23114 23119 23099
1179 23099 23119 23124 23104
1180 22280 22300 23129 23109
1181 23109 23129 23134 23114
1182 23114 23134 23139 23119
1183 23119 23139 23144 23124
1184 20268 23084 23213 20397
1185 20397 23213 23218 20402
1186 20402 23218 23223 20407
1187 20407 23223 23228 20412
1188 23084 23104 23233 23213
1189 23213 23233 23238 23218
1190 23218 23238 23243 23223
1191 23223 23243 23248 23228
1192 23104 23124 23253 23233
1193 23233 23253 23258 23238
1194 23238 23258 23263 23243
1195 23243 23263 23268 23248
1196 23124 23144 23273 23253
1197 23253 23273 23278 23258
1198 23258 23278 23283 23263
1199 23263 23283 23288 23268
1200 20412 23228 24057 20541
1201 20541 24057 24062 20546
1202 20546 24062 24067 20551
1203 20551 24067 24072 20556
1204 23228 23248 24077 24057
1205 24057 24077 24082 24062
1206 24062 24082 24087 24067
1207 24067 24087 24092 24072
1208 23248 23268 24097 24077
1209 24077 24097 24102 24082
1210 24082 24102 24107 24087
1211 24087 24107 24112 24092
1212 23268 23288 24117 24097
1213 24097 24117 24122 24102
1214 24102 24122 24127 24107
1215 24107 24127 24132 24112
1216 20556 24072 24201 20685
1217 20685 24201 24206 20690
1218 20690 24206 24211 20695
1219 20695 24211 24216 20700
1220 24072 24092 24221 24201
1221 24201 24221 24226 24206
1222 24206 24226 24231 24211
1223 24211 24231 24236 24216
1224 24092 24112 24241 24221
1225 24221 24241 24246 24226
1226 24226 24246 24251 24231
1227 24231 24251 24256 24236
1228 24112 24132 24261 24241
1229 24241 24261 24266 24246
1230 24246 24266 24271 24251
1231 24251 24271 24276 24256
1232 20700 24216 24345 20829
1233 20829 24345 24350 20834
1234 20834 24350 24355 20839
1235 20839 24355 24360 20844
1236 24216 24236 24365 24345
1237 24345 24365 24370 24350
1238 24350 24370 24375 24355
1239 24355 24375 24380 24360
1240 24236 24256 24385 24365
1241 24365 24385 24390 24370
1242 24370 24390 24395 24375
1243 24375 24395 24400 24380
1244 24256 24276 24405 24385
1245 24385 24405 24410 24390
1246 24390 24410 24415 24395
1247 24395 24415 24420 24400
1248 20844 24360 25189 20973
1249 20973 25189 25194 20978
1250 20978 25194 25199 20983
1251 20983 25199 25204 20988
1252 24360 24380 25209 25189
1253 25189 25209 25214 25194
1254 25194 25214 25219 25199
1255 25199 25219 25224 25204
1256 24380 24400 25229 25209
1257 25209 25229 25234 25214
1258 25214 25234 25239 25219
1259 25219 25239 25244 25224
1260 24400 24420 25249 25229
1261 25229 25249 25254 25234
1262 25234 25254 25259 25239
1263 25239 25259 25264 25244
1264 20988 25204 25333 21117
1265 21117 25333 25338 21122
1266 21122 25338 25343 21127
1267 21127 25343 25348 21132
1268 25204 25224 25353 25333
1269 25333 25353 25358 25338
1270 25338 25358 25363 25343
1271 25343 25363 25368 25348
1272 25224 25244 25373 25353
1273 25353 25373 25378 25358
1274 25358 25378 25383 25363
1275 25363 25383 25388 25368
1276 25244 25264 25393 25373
1277 25373 25393 25398 25378
1278 25378 25398 25403 25383
1279 25383 25403 25408 25388
1280 21276 26177 26178 21277
1281 21277 26178 26187 21286
1282 21286 26187 26192 21291
1283 21291 26192 26197 21296
1284 26177 26202 26203 26178
1285 26178 26203 26212 26187
1286 26187 26212 26217 26192
1287 26192 26217 26222 26197
1288 26202 26227 26228 26203
1289 26203 26228 26237 26212
1290 26212 26237 26242 26217
1291 26217 26242 26247 26222
1292 26227 26252 26253 26228
1293 26228 26253 26262 26237
1294 26237 26262 26267 26242
1295 26242 26267 26272 26247
1296 21296 26197 26357 22141
1297 22141 26357 26362 22146
1298 22146 26362 26367 22151
1299 22151 26367 26372 22156
1300 26197 26222 26377 26357
1301 26357 26377 26382 26362
1302 26362 26382 26387 26367
1303 26367 26387 26392 26372
1304 26222 26247 26397 26377
1305 26377 26397 26402 26382
1306 26382 26402 26407 26387
1307 26387 26407 26412 26392
1308 26247 26272 26417 26397
1309 26397 26417 26422 26402
1310 26402 26422 26427 26407
1311 26407 26427 26432 26412
1312 22156 26372 26501 22285
1313 22285 26501 26506 22290
1314 22290 26506 26511 22295
1315 22295 26511 26516 22300
1316 26372 26392 26521 26501
1317 26501 26521 26526 26506
1318 26506 26526 26531 26511
1319 26511 26531 26536 26516
1320 26392 26412 26541 26521
1321 26521 26541 26546 26526
1322 26526 26546 26551 26531
1323 26531 26551 26556 26536
1324 26412 26432 26561 26541
1325 26541 26561 26566 26546
1326 26546 26566 26571 26551
1327 26551 26571 26576 26556
1328 22300 26516 26645 23129
1329 23129 26645 26650 23134
1330 23134 26650 26655 23139
1331 23139 26655 26660 23144
1332 26516 26536 26665 26645
1333 26645 26665 26670 26650
1334 26650 26670 26675 26655
1335 26655 26675 26680 26660
1336 26536 26556 26685 26665
1337 26665 26685 26690 26670
1338 26670 26690 26695 26675
1339 26675 26695 26700 26680
1340 26556 26576 26705 26685
1341 26685 26705 26710 26690
1342 26690 26710 26715 26695
1343 26695 26715 26720 26700
1344 23144 26660 26789 23273
1345 23273 26789 26794 23278
1346 23278 26794 26799 23283
1347 23283 26799 26804 23288
1348 26660 26680 26809 26789
1349 26789 26809 26814 26794
1350 26794 26814 26819 26799
1351 26799 26819 26824 26804
1352 26680 26700 26829 26809
1353 26809 26829 26834 26814
1354 26814 26834 26839 26819
1355 26819 26839 26844 26824
1356 26700 26720 26849 26829
1357 26829 26849 26854 26834
1358 26834 26854 26859 26839
1359 26839 26859 26864 26844
1360 23288 26804 26933 24117
1361 24117 26933 26938 24122
1362 24122 26938 26943 24127
1363 24127 26943 26948 24132
1364 26804 26824 26953 26933
1365 26933 26953 26958 26938
1366 26938 26958 26963 26943
1367 26943 26963 26968 26948
1368 26824 26844 26973 26953
1369 26953 26973 26978 26958
1370 26958 26978 26983 26963
1371 26963 26983 26988 26968
1372 26844 26864 26993 26973
1373 26973 26993 26998 26978
1374 26978 26998 27003 26983
1375 26983 27003 27008 26988
1376 24132 26948 27077 24261
1377 24261 27077 27082 24266
1378 24266 27082 27087 24271
1379 24271 27087 27092 24276
1380 26948 26968 27097 27077
1381 27077 27097 27102 27082
1382 27082 27102 27107 27087
1383 27087 27107 27112 27092
1384 26968 26988 27117 27097
1385 27097 27117 27122 27102
1386 27102 27122 27127 27107
1387 27107 27127 27132 27112
1388 26988 27008 27137 27117
1389 27117 27137 27142 27122
1390 27122 27142 27147 27127
1391 27127 27147 27152 27132
1392 24276 27092 27221 24405
1393 24405 27221 27226 24410
1394 24410 27226 27231 24415
1395 24415 27231 27236 24420
1396 27092 27112 27241 27221
1397 27221 27241 27246 27226
1398 27226 27246 27251 27231
1399 27231 27251 27256 27236
1400 27112 27132 27261 27241
1401 27241 27261 27266 27246
1402 27246 27266 27271 27251
1403 27251 27271 27276 27256
1404 27132 27152 27281 27261
1405 27261 27281 27286 27266
1406 27266 27286 27291 27271
1407 27271 27291 27296 27276
1408 24420 27236 27365 25249
1409 25249 27365 27370 25254
1410 25254 27370 27375 25259
1411 25259 27375 27380 25264
1412 27236 27256 27385 27365
1413 27365 27385 27390 27370
1414 27370 27390 27395 27375
1415 27375 27395 27400 27380
1416 27256 27276 27405 27385
1417 27385 27405 27410 27390
1418 27390 27410 27415 27395
1419 27395 27415 27420 27400
1420 27276 27296 27425 27405
1421 27405 27425 27430 27410
1422 27410 27430 27435 27415
1423 27415 27435 27440 27420
1424 25264 27380 27509 25393
1425 25393 27509 27514 25398
1426 25398 27514 27519 25403
1427 25403 27519 27524 25408
1428 27380 27400 27529 27509
1429 27509 27529 27534 27514
1430 27514 27534 27539 27519
1431 27519 27539 27544 27524
1432 27400 27420 27549 27529
1433 27529 27549 27554 27534
1434 27534 27554 27559 27539
1435 27539 27559 27564 27544
1436 27420 27440 27569 27549
1437 27549 27569 27574 27554
1438 27554 27574 27579 27559
1439 27559 27579 27584 27564
1440 26252 27653 27654 26253
1441 26253 27654 27663 26262
1442 26262 27663 27668 26267
1443 26267 27668 27673 26272
1444 27653 27678 27679 27654
1445 27654 27679 27688 27663
1446 27663 27688 27693 27668
1447 27668 27693 27698 27673
1448 27678 27703 27704 27679
1449 27679 27704 27713 27688
1450 27688 27713 27718 27693
1451 27693 27718 27723 27698
1452 27703 27728 27729 27704
1453 27704 27729 27738 27713
1454 27713 27738 27743 27718
1455 27718 27743 27748 27723
1456 26272 27673 28533 26417
1457 26417 28533 28538 26422
1458 26422 28538 28543 26427
1459 26427 28543 28548 26432
1460 27673 27698 28553 28533
1461 28533 28553 28558 28538
1462 28538 28558 28563 28543
1463 28543 28563 28568 28548
1464 27698 27723 28573 28553
1465 28553 28573 28578 28558
1466 28558 28578 28583 28563
1467 28563 28583 28588 28568
1468 27723 27748 28593 28573
1469 28573 28593 28598 28578
1470 28578 28598 28603 28583
1471 28583 28603 28608 28588
1472 26432 28548 28677 26561
1473 26561 28677 28682 26566
1474 26566 28682 28687 26571
1475 26571 28687 28692 26576
1476 28548 28568 28697 28677
1477 28677 28697 28702 28682
1478 28682 28702 28707 28687
1479 28687 28707 28712 28692
1480 28568 28588 28717 28697
1481 28697 28717 28722 28702
1482 28702 28722 28727 28707
1483 28707 28727 28732 28712
1484 28588 28608 28737 28717
1485 28717 28737 28742 28722
1486 28722 28742 28747 28727
1487 28727 28747 28752 28732
1488 26576 28692 29521 26705
1489 26705 29521 29526 26710
1490 26710 29526 29531 26715
1491 26715 29531 29536 26720
1492 28692 28712 29541 29521
1493 29521 29541 29546 29526
1494 29526 29546 29551 29531
1495 29531 29551 29556 29536
1496 28712 28732 29561 29541
1497 29541 29561 29566 29546
1498 29546 29566 29571 29551
1499 29551 29571 29576 29556
1500 28732 28752 29581 29561
1501 29561 29581 29586 29566
1502 29566 29586 29591 29571
1503 29571 29591 29596 29576
1504 26720 29536 29665 26849
1505 26849 29665 29670 26854
1506 26854 29670 29675 26859
1507 26859 29675 29680 26864
1508 29536 29556 29685 29665
1509 29665 29685 29690 29670
1510 29670 29690 29695 29675
1511 29675 29695 29700 29680
1512 29556 29576 29705 29685
1513 29685 29705 29710 29690
1514 29690 29710 29715 29695
1515 29695 29715 29720 29700
1516 29576 29596 29725 29705
1517 29705 29725 29730 29710
1518 29710 29730 29735 29715
1519 29715 29735 29740 29720
1520 26864 29680 30509 26993
1521 26993 30509 30514 26998
1522 26998 30514 30519 27003
1523 27003 30519 30524 27008
1524 29680 29700 30529 30509
1525 30509 30529 30534 30514
1526 30514 30534 30539 30519
1527 30519 30539 30544 30524
1528 29700 29720 30549 30529
1529 30529 30549 30554 30534
1530 30534 30554 30559 30539
1531 30539 30559 30564 30544
1532 29720 29740 30569 30549
1533 30549 30569 30574 30554
1534 30554 30574 30579 30559
1535 30559 30579 30584 30564
1536 27008 30524 30653 27137
1537 27137 30653 30658 27142
1538 27142 30658 30663 27147
1539 27147 30663 30668 27152
1540 30524 30544 30673 30653
1541 30653 30673 30678 30658
1542 30658 30678 30683 30663
1543 30663 30683 30688 30668
1544 30544 30564 30693 30673
1545 30673 30693 30698 30678
1546 30678 30698 30703 30683
1547 30683 30703 30708 30688
1548 30564 30584 30713 30693
1549 30693 30713 30718 30698
1550 30698 30718 30723 30703
1551 30703 30723 30728 30708
1552 27152 30668 30797 27281
1553 27281 30797 30802 27286
1554 27286 30802 30807 27291
1555 27291 30807 30812 27296
1556 30668 30688 30817 30797
1557 30797 30817 30822 30802
1558 30802 30822 30827 30807
1559 30807 30827 30832 30812
1560 30688 30708 30837 30817
1561 30817 30837 30842 30822
1562 30822 30842 30847 30827
1563 30827 30847 30852 30832
1564 30708 30728 30857 30837
1565 30837 30857 30862 30842
1566 30842 30862 30867 30847
1567 30847 30867 30872 30852
1568 27296 30812 31641 27425
1569 27425 31641 31646 27430
1570 27430 31646 31651 27435
1571 27435 31651 31656 27440
1572 30812 30832 31661 31641
1573 31641 31661 31666 31646
1574 31646 31666 31671 31651
1575 31651 31671 31676 31656
1576 30832 30852 31681 31661
1577 31661 31681 31686 31666
1578 31666 31686 31691 31671
1579 31671 31691 31696 31676
1580 30852 30872 31701 31681
1581 31681 31701 31706 31686
1582 31686 31706 31711 31691
1583 31691 31711 31716 31696
1584 27440 31656 31785 27569
1585 27569 31785 31790 27574
1586 27574 31790 31795 27579
1587 27579 31795 31800 27584
1588 31656 31676 31805 31785
1589 31785 31805 31810 31790
1590 31790 31810 31815 31795
1591 31795 31815 31820 31800
1592 31676 31696 31825 31805
1593 31805 31825 31830 31810
1594 31810 31830 31835 31815
1595 31815 31835 31840 31820
1596 31696 31716 31845 31825
1597 31825 31845 31850 31830
1598 31830 31850 31855 31835
1599 31835 31855 31860 31840
