# NodeID X Y Z
721 0.100000 0.100000 0.625000
722 0.100000 0.100000 0.650000
723 0.100000 0.100000 0.675000
724 0.100000 0.100000 0.700000
725 0.000000 0.000000 0.725000
726 0.025000 0.000000 0.725000
727 0.025000 0.025000 0.725000
728 0.000000 0.025000 0.725000
729 0.000000 0.000000 0.750000
730 0.025000 0.000000 0.750000
731 0.025000 0.025000 0.750000
732 0.000000 0.025000 0.750000
733 0.000000 0.000000 0.775000
734 0.025000 0.000000 0.775000
735 0.025000 0.025000 0.775000
736 0.000000 0.025000 0.775000
737 0.000000 0.000000 0.800000
738 0.025000 0.000000 0.800000
739 0.025000 0.025000 0.800000
740 0.000000 0.025000 0.800000
741 0.025000 0.050000 0.725000
742 0.000000 0.050000 0.725000
743 0.025000 0.050000 0.750000
744 0.000000 0.050000 0.750000
745 0.025000 0.050000 0.775000
746 0.000000 0.050000 0.775000
747 0.025000 0.050000 0.800000
748 0.000000 0.050000 0.800000
749 0.025000 0.075000 0.725000
750 0.000000 0.075000 0.725000
751 0.025000 0.075000 0.750000
752 0.000000 0.075000 0.750000
753 0.025000 0.075000 0.775000
754 0.000000 0.075000 0.775000
755 0.025000 0.075000 0.800000
756 0.000000 0.075000 0.800000
757 0.025000 0.100000 0.725000
758 0.000000 0.100000 0.725000
759 0.025000 0.100000 0.750000
760 0.000000 0.100000 0.750000
761 0.025000 0.100000 0.775000
762 0.000000 0.100000 0.775000
763 0.025000 0.100000 0.800000
764 0.000000 0.100000 0.800000
765 0.050000 0.000000 0.725000
766 0.050000 0.025000 0.725000
767 0.050000 0.000000 0.750000
768 0.050000 0.025000 0.750000
769 0.050000 0.000000 0.775000
770 0.050000 0.025000 0.775000
771 0.050000 0.000000 0.800000
772 0.050000 0.025000 0.800000
773 0.050000 0.050000 0.725000
774 0.050000 0.050000 0.750000
775 0.050000 0.050000 0.775000
776 0.050000 0.050000 0.800000
777 0.050000 0.075000 0.725000
778 0.050000 0.075000 0.750000
779 0.050000 0.075000 0.775000
780 0.050000 0.075000 0.800000
781 0.050000 0.100000 0.725000
782 0.050000 0.100000 0.750000
783 0.050000 0.100000 0.775000
784 0.050000 0.100000 0.800000
785 0.075000 0.000000 0.725000
786 0.075000 0.025000 0.725000
787 0.075000 0.000000 0.750000
788 0.075000 0.025000 0.750000
789 0.075000 0.000000 0.775000
790 0.075000 0.025000 0.775000
791 0.075000 0.000000 0.800000
792 0.075000 0.025000 0.800000
793 0.075000 0.050000 0.725000
794 0.075000 0.050000 0.750000
795 0.075000 0.050000 0.775000
796 0.075000 0.050000 0.800000
797 0.075000 0.075000 0.725000
798 0.075000 0.075000 0.750000
799 0.075000 0.075000 0.775000
800 0.075000 0.075000 0.800000
801 0.075000 0.100000 0.725000
802 0.075000 0.100000 0.750000
803 0.075000 0.100000 0.775000
804 0.075000 0.100000 0.800000
805 0.100000 0.000000 0.725000
806 0.100000 0.025000 0.725000
807 0.100000 0.000000 0.750000
808 0.100000 0.025000 0.750000
809 0.100000 0.000000 0.775000
810 0.100000 0.025000 0.775000
811 0.100000 0.000000 0.800000
812 0.100000 0.025000 0.800000
813 0.100000 0.050000 0.725000
814 0.100000 0.050000 0.750000
815 0.100000 0.050000 0.775000
816 0.100000 0.050000 0.800000
